volume,current,doi,journal-title,title,start-end-page,author,type,datetime
496,Biological sciences April 2013,10.1038/496038a,Nature,Cancer: A metabolic metamorphosis,", 38–40 (","Abigail S. Krall,Heather R. Christofk",News and Views,03 April 2013
496,Biological sciences April 2013,10.1038/496041a,Nature,Biochemistry: Sirtuin on a high-fat diet,", 41–42 (","Poonam Bheda,Cynthia Wolberger",News and Views,03 April 2013
496,Biological sciences April 2013,10.1038/nature12015,Nature,The emergence of functional microcircuits in visual cortex,", 96–100 (","Ho Ko,Lee Cossell,Chiara Baragli,Jan Antolik,Claudia Clopath,Sonja B. Hofer,Thomas D. Mrsic-Flogel",Letter,03 April 2013
496,Biological sciences April 2013,10.1038/nature12038,Nature,SIRT6 regulates TNF-α secretion through hydrolysis of long-chain fatty acyl lysine,", 110–113 (","Hong Jiang,Saba Khan,Yi Wang,Guillaume Charron,Bin He,Carlos Sebastian,Jintang Du,Ray Kim,Eva Ge,Raul Mostoslavsky,Howard C. Hang,Quan Hao,Hening Lin",Letter,03 April 2013
510,Biological sciences April 2014,10.1038/nature13295,Nature,"BRCA1 controls homologous recombination at Tus/,Ter,-stalled mammalian replication forks",", 556–559 (","Nicholas A. Willis,Gurushankar Chandramouly,Bin Huang,Amy Kwok,Cindy Follonier,Chuxia Deng,Ralph Scully",Letter,28 April 2014
509,Biological sciences April 2014,10.1038/nature13330,Nature,Ecology: Drought in the Congo Basin,", 36–37 (","Jeffrey Q. Chambers,Dar A. Roberts",News and Views,23 April 2014
510,Biological sciences April 2014,10.1038/nature13199,Nature,Nociceptive sensory neurons drive interleukin-23-mediated psoriasiform skin inflammation,", 157–161 (","Lorena Riol-Blanco,Jose Ordovas-Montanes,Mario Perro,Elena Naval,Aude Thiriot,David Alvarez,Silke Paust,John N. Wood,Ulrich H. von Andrian",Letter,23 April 2014
496,Biological sciences April 2013,10.1038/nature11998,Nature,"Mechanistic studies of an unprecedented enzyme-catalysed 1,2-phosphono-migration reaction",", 114–118 (","Wei-chen Chang,Mishtu Dey,Pinghua Liu,Steven O. Mansoorabadi,Sung-Ju Moon,Zongbao K. Zhao,Catherine L. Drennan,Hung-wen Liu",Letter,03 April 2013
496,Biological sciences April 2013,10.1038/nature12090,Nature,Structural biology: A solution to the telomerase puzzle,", 177–178 (","Benjamin M. Akiyama,Michael D. Stone",News and Views,03 April 2013
496,Biological sciences April 2013,10.1038/nature12062,Nature,"The architecture of ,Tetrahymena, telomerase holoenzyme",", 187–192 (","Jiansen Jiang,Edward J. Miracco,Kyungah Hong,Barbara Eckert,Henry Chan,Darian D. Cash,Bosun Min,Z. Hong Zhou,Kathleen Collins,Juli Feigon",Article,03 April 2013
496,Biological sciences April 2013,10.1038/nature12013,Nature,Diverse and heritable lineage imprinting of early haematopoietic progenitors,", 229–232 (","Shalin H. Naik,Leïla Perié,Erwin Swart,Carmen Gerlach,Nienke van Rooij,Rob J. de Boer,Ton N. Schumacher",Letter,03 April 2013
510,Biological sciences April 2014,10.1038/nature13207,Nature,"Elevated CO,2, further lengthens growing season under warming conditions",", 259–262 (","Melissa Reyes-Fox,Heidi Steltzer,M. J. Trlica,Gregory S. McMaster,Allan A. Andales,Dan R. LeCain,Jack A. Morgan",Letter,23 April 2014
510,Biological sciences April 2014,10.1038/nature13229,Nature,Therapeutic targeting of BET bromodomain proteins in castration-resistant prostate cancer,", 278–282 (","Irfan A. Asangani,Vijaya L. Dommeti,Xiaoju Wang,Rohit Malik,Marcin Cieslik,Rendong Yang,June Escara-Wilke,Kari Wilder-Romans,Sudheer Dhanireddy,Carl Engelke,Mathew K. Iyer,Xiaojun Jing,Yi-Mi Wu,Xuhong Cao,Zhaohui S. Qin,Shaomeng Wang,Felix Y. Feng,Arul M. Chinnaiyan",Letter,23 April 2014
508,Biological sciences April 2014,10.1038/508461a,Nature,Sensory systems: Do you hear what I see?,", 461–462 (",Ione Fine,News and Views,23 April 2014
496,Biological sciences April 2013,10.1038/nature11983,Nature,Terrestrial water fluxes dominated by transpiration,", 347–350 (","Scott Jasechko,Zachary D. Sharp,John J. Gibson,S. Jean Birks,Yi Yi,Peter J. Fawcett",Letter,03 April 2013
496,Biological sciences April 2013,10.1038/nature12024,Nature,Rescuing cocaine-induced prefrontal cortex hypoactivity prevents compulsive cocaine seeking,", 359–362 (","Billy T. Chen,Hau-Jie Yau,Christina Hatch,Ikue Kusumoto-Yoshida,Saemi L. Cho,F. Woodward Hopf,Antonello Bonci",Letter,03 April 2013
496,Biological sciences April 2013,10.1038/nature12091,Nature,HIV: Roadmaps to a vaccine,", 441–442 (","Hugo Mouquet,Michel C. Nussenzweig",News and Views,03 April 2013
496,Biological sciences April 2013,10.1038/nature12053,Nature,Co-evolution of a broadly neutralizing HIV-1 antibody and founder virus,", 469–476 (","Hua-Xin Liao,Rebecca Lynch,Tongqing Zhou,Feng Gao,S. Munir Alam,Scott D. Boyd,Andrew Z. Fire,Krishna M. Roskin,Chaim A. Schramm,Zhenhai Zhang,Jiang Zhu,Lawrence Shapiro,NISC Comparative Sequencing Program,Jesse Becker,Betty Benjamin,Robert Blakesley,Gerry Bouffard,Shelise Brooks,Holly Coleman,Mila Dekhtyar,Michael Gregory,Xiaobin Guan,Jyoti Gupta,Joel Han,April Hargrove,Shi-ling Ho,Taccara Johnson,Richelle Legaspi,Sean Lovett,Quino Maduro,Cathy Masiello,Baishali Maskeri,Jenny McDowell,Casandra Montemayor,James Mullikin,Morgan Park,Nancy Riebow,Karen Schandler,Brian Schmidt,Christina Sison,Mal Stantripop,James Thomas,Pam Thomas,Meg Vemulapalli,Alice Young,James C. Mullikin,S. Gnanakaran,Peter Hraber,Kevin Wiehe,Garnett Kelsoe,Guang Yang,Shi-Mao Xia,David C. Montefiori,Robert Parks,Krissey E. Lloyd,Richard M. Scearce,Kelly A. Soderberg,Myron Cohen,Gift Kamanga,Mark K. Louder,Lillian M. Tran,Yue Chen,Fangping Cai,Sheri Chen,Stephanie Moquin,Xiulian Du,M. Gordon Joyce,Sanjay Srivatsan,Baoshan Zhang,Anqi Zheng,George M. Shaw,Beatrice H. Hahn,Thomas B. Kepler,Bette T. M. Korber,Peter D. Kwong,John R. Mascola,Barton F. Haynes",Article,03 April 2013
508,Biological sciences April 2014,10.1038/508463a,Nature,Genetics: The vital Y chromosome,", 463–465 (",Andrew G. Clark,News and Views,23 April 2014
508,Biological sciences April 2014,10.1038/508464a,Nature,50 & 100 Years Ago,", 464 (",,News and Views,23 April 2014
508,Biological sciences April 2014,10.1038/nature13127,Nature,"Guidelines for investigating causality of sequence variants in human disease ,Open",", 469–476 (","D. G. MacArthur,T. A. Manolio,D. P. Dimmock,H. L. Rehm,J. Shendure,G. R. Abecasis,D. R. Adams,R. B. Altman,S. E. Antonarakis,E. A. Ashley,J. C. Barrett,L. G. Biesecker,D. F. Conrad,G. M. Cooper,N. J. Cox,M. J. Daly,M. B. Gerstein,D. B. Goldstein,J. N. Hirschhorn,S. M. Leal,L. A. Pennacchio,J. A. Stamatoyannopoulos,S. R. Sunyaev,D. Valle,B. F. Voight,W. Winckler,C. Gunter",Perspective,23 April 2014
496,Biological sciences April 2013,10.1038/nature12074,Nature,Diverse type VI secretion phospholipases are functionally plastic antibacterial effectors,", 508–512 (","Alistair B. Russell,Michele LeRoux,Krisztina Hathazi,Danielle M. Agnello,Takahiko Ishikawa,Paul A. Wiggins,Sun Nyunt Wai,Joseph D. Mougous",Letter,03 April 2013
508,Biological sciences April 2014,10.1038/nature13151,Nature,Origins and functional evolution of Y chromosomes across mammals,", 488–493 (","Diego Cortez,Ray Marin,Deborah Toledo-Flores,Laure Froidevaux,Angélica Liechti,Paul D. Waters,Frank Grützner,Henrik Kaessmann",Article,23 April 2014
508,Biological sciences April 2014,10.1038/nature13206,Nature,Mammalian Y chromosomes retain widely expressed dosage-sensitive regulators,", 494–499 (","Daniel W. Bellott,Jennifer F. Hughes,Helen Skaletsky,Laura G. Brown,Tatyana Pyntikova,Ting-Jan Cho,Natalia Koutseva,Sara Zaghlul,Tina Graves,Susie Rock,Colin Kremitzki,Robert S. Fulton,Shannon Dugan,Yan Ding,Donna Morton,Ziad Khan,Lora Lewis,Christian Buhay,Qiaoyan Wang,Jennifer Watt,Michael Holder,Sandy Lee,Lynne Nazareth,Jessica Alföldi,Steve Rozen,Donna M. Muzny,Wesley C. Warren,Richard A. Gibbs,Richard K. Wilson,David C. Page",Article,23 April 2014
509,Biological sciences April 2014,10.1038/nature13205,Nature,Structure of the AcrAB–TolC multidrug efflux pump,", 512–515 (","Dijun Du,Zhao Wang,Nathan R. James,Jarrod E. Voss,Ewa Klimont,Thelma Ohene-Agyei,Henrietta Venter,Wah Chiu,Ben F. Luisi",Letter,20 April 2014
495,Biological sciences March 2013,10.1038/nature11920,Nature,ATPase-dependent quality control of DNA replication origin licensing,", 339–343 (","Jordi Frigola,Dirk Remus,Amina Mehanna,John F. X. Diffley",Article,10 March 2013
495,Biological sciences March 2013,10.1038/nature11923,Nature,CLP1 links tRNA metabolism to progressive motor-neuron loss,", 474–480 (","Toshikatsu Hanada,Stefan Weitzer,Barbara Mair,Christian Bernreuther,Brian J. Wainger,Justin Ichida,Reiko Hanada,Michael Orthofer,Shane J. Cronin,Vukoslav Komnenovic,Adi Minis,Fuminori Sato,Hiromitsu Mimata,Akihiko Yoshimura,Ido Tamir,Johannes Rainer,Reinhard Kofler,Avraham Yaron,Kevin C. Eggan,Clifford J. Woolf,Markus Glatzel,Ruth Herbst,Javier Martinez,Josef M. Penninger",Article,10 March 2013
495,Biological sciences March 2013,10.1038/495050a,Nature,Biotechnology: Rewriting a genome,", 50–51 (","Emmanuelle Charpentier,Jennifer A. Doudna",News and Views,06 March 2013
495,Biological sciences March 2013,10.1038/nature11960,Nature,Epigenomics: Methylation's mark on inheritance,", 181–182 (","Steven Eichten,Justin Borevitz",News and Views,06 March 2013
495,Biological sciences March 2013,10.1038/nature11962,Nature,Stem cells: Anatomy of an ovarian cancer,", 183–184 (","James D. Brenton,John Stingl",News and Views,06 March 2013
495,Biological sciences March 2013,10.1038/nature11968,Nature,"Patterns of population epigenomic diversity ,Open",", 193–198 (","Robert J. Schmitz,Matthew D. Schultz,Mark A. Urich,Joseph R. Nery,Mattia Pelizzola,Ondrej Libiger,Andrew Alix,Richard B. McCosh,Huaming Chen,Nicholas J. Schork,Joseph R. Ecker",Article,06 March 2013
495,Biological sciences March 2013,10.1038/nature11906,Nature,"CALHM1 ion channel mediates purinergic neurotransmission of sweet, bitter and umami tastes",", 223–226 (","Akiyuki Taruno,Valérie Vingtdeux,Makoto Ohmoto,Zhongming Ma,Gennady Dvoryanchikov,Ang Li,Leslie Adrien,Haitian Zhao,Sze Leung,Maria Abernethy,Jeremy Koppel,Peter Davies,Mortimer M. Civan,Nirupa Chaudhari,Ichiro Matsumoto,Göran Hellekant,Michael G. Tordoff,Philippe Marambaud,J. Kevin Foskett",Letter,06 March 2013
495,Biological sciences March 2013,10.1038/nature11979,Nature,Ovarian surface epithelium at the junction area contains a cancer-prone stem cell niche,", 241–245 (","Andrea Flesken-Nikitin,Chang-Il Hwang,Chieh-Yang Cheng,Tatyana V. Michurina,Grigori Enikolopov,Alexander Yu. Nikitin",Letter,06 March 2013
495,Biological sciences March 2013,10.1038/nature11912,Nature,Naturally occurring allele diversity allows potato cultivation in northern latitudes,", 246–250 (","Bjorn Kloosterman,José A. Abelenda,María del Mar Carretero Gomez,Marian Oortwijn,Jan M. de Boer,Krissana Kowitwanich,Beatrix M. Horvath,Herman J. van Eck,Cezary Smaczniak,Salomé Prat,Richard G. F. Visser,Christian W. B. Bachem",Letter,06 March 2013
497,Biological sciences May 2013,10.1038/nature12246,Nature,Synthetic biology: It's an analog world,", 572–573 (","Herbert M. Sauro,Kyung Kim",News and Views,15 May 2013
497,Biological sciences May 2013,10.1038/nature12161,Nature,Palaeontological evidence for an Oligocene divergence between Old World monkeys and apes,", 611–614 (","Nancy J. Stevens,Erik R. Seiffert,Patrick M. O’Connor,Eric M. Roberts,Mark D. Schmitz,Cornelia Krause,Eric Gorscak,Sifa Ngasala,Tobin L. Hieronymus,Joseph Temu",Letter,15 May 2013
496,Biological sciences March 2013,10.1038/nature11959,Nature,Autoimmunity: Rubbing salt in the wound,", 437–439 (","John J. O'Shea,Russell G. Jones",News and Views,06 March 2013
496,Biological sciences March 2013,10.1038/nature11981,Nature,"Dynamic regulatory network controlling T,H,17 cell differentiation",", 461–468 (","Nir Yosef,Alex K. Shalek,Jellert T. Gaublomme,Hulin Jin,Youjin Lee,Amit Awasthi,Chuan Wu,Katarzyna Karwacz,Sheng Xiao,Marsela Jorgolli,David Gennert,Rahul Satija,Arvind Shakya,Diana Y. Lu,John J. Trombetta,Meenu R. Pillai,Peter J. Ratcliffe,Mathew L. Coleman,Mark Bix,Dean Tantin,Hongkun Park,Vijay K. Kuchroo,Aviv Regev",Article,06 March 2013
496,Biological sciences March 2013,10.1038/nature11984,Nature,"Induction of pathogenic T,H,17 cells by inducible salt-sensing kinase SGK1",", 513–517 (","Chuan Wu,Nir Yosef,Theresa Thalhamer,Chen Zhu,Sheng Xiao,Yasuhiro Kishi,Aviv Regev,Vijay K. Kuchroo",Letter,06 March 2013
496,Biological sciences March 2013,10.1038/nature11868,Nature,"Sodium chloride drives autoimmune disease by the induction of pathogenic T,H,17 cells",", 518–522 (","Markus Kleinewietfeld,Arndt Manzel,Jens Titze,Heda Kvakan,Nir Yosef,Ralf A. Linker,Dominik N. Muller,David A. Hafler",Letter,06 March 2013
497,Biological sciences May 2013,10.1038/nature12129,Nature,Long-term warming restructures Arctic tundra without changing net soil carbon storage,", 615–618 (","Seeta A. Sistla,John C. Moore,Rodney T. Simpson,Laura Gough,Gaius R. Shaver,Joshua P. Schimel",Letter,15 May 2013
497,Biological sciences May 2013,10.1038/nature12148,Nature,Synthetic analog computation in living cells,", 619–623 (","Ramiz Daniel,Jacob R. Rubens,Rahul Sarpeshkar,Timothy K. Lu",Letter,15 May 2013
498,Biological sciences May 2013,10.1038/nature12132,Nature,"Architecture and evolution of a minute plant genome ,Open",", 94–98 (","Enrique Ibarra-Laclette,Eric Lyons,Gustavo Hernández-Guzmán,Claudia Anahí Pérez-Torres,Lorenzo Carretero-Paulet,Tien-Hao Chang,Tianying Lan,Andreanna J. Welch,María Jazmín Abraham Juárez,June Simpson,Araceli Fernández-Cortés,Mario Arteaga-Vázquez,Elsa Góngora-Castillo,Gustavo Acevedo-Hernández,Stephan C. Schuster,Heinz Himmelbauer,André E. Minoche,Sen Xu,Michael Lynch,Araceli Oropeza-Aburto,Sergio Alan Cervantes-Pérez,María de Jesús Ortega-Estrada,Jacob Israel Cervantes-Luevano,Todd P. Michael,Todd Mockler,Douglas Bryant,Alfredo Herrera-Estrella,Victor A. Albert,Luis Herrera-Estrella",Letter,12 May 2013
495,Biological sciences March 2013,10.1038/nature11899,Nature,"Crystal structures of the calcium pump and sarcolipin in the Mg,2+,-bound E1 state",", 260–264 (","Chikashi Toyoshima,Shiho Iwasawa,Haruo Ogawa,Ayami Hirata,Junko Tsueda,Giuseppe Inesi",Letter,03 March 2013
495,Biological sciences March 2013,10.1038/nature11900,Nature,The sarcolipin-bound calcium pump stabilizes calcium sites exposed to the cytoplasm,", 265–269 (","Anne-Marie L. Winther,Maike Bublitz,Jesper L. Karlsen,Jesper V. Møller,John B. Hansen,Poul Nissen,Morten J. Buch-Pedersen",Letter,03 March 2013
495,Biological sciences March 2013,10.1038/nature11910,Nature,Autophagosomes form at ER–mitochondria contact sites,", 389–393 (","Maho Hamasaki,Nobumichi Furuta,Atsushi Matsuda,Akiko Nezu,Akitsugu Yamamoto,Naonobu Fujita,Hiroko Oomori,Takeshi Noda,Tokuko Haraguchi,Yasushi Hiraoka,Atsuo Amano,Tamotsu Yoshimori",Letter,03 March 2013
495,Biological sciences March 2013,10.1038/nature11922,Nature,Mutations in prion-like domains in hnRNPA2B1 and hnRNPA1 cause multisystem proteinopathy and ALS,", 467–473 (","Hong Joo Kim,Nam Chul Kim,Yong-Dong Wang,Emily A. Scarborough,Jennifer Moore,Zamia Diaz,Kyle S. MacLea,Brian Freibaum,Songqing Li,Amandine Molliex,Anderson P. Kanagaraj,Robert Carter,Kevin B. Boylan,Aleksandra M. Wojtas,Rosa Rademakers,Jack L. Pinkus,Steven A. Greenberg,John Q. Trojanowski,Bryan J. Traynor,Bradley N. Smith,Simon Topp,Athina-Soragia Gkazi,Jack Miller,Christopher E. Shaw,Michael Kottlors,Janbernd Kirschner,Alan Pestronk,Yun R. Li,Alice Flynn Ford,Aaron D. Gitler,Michael Benatar,Oliver D. King,Virginia E. Kimonis,Eric D. Ross,Conrad C. Weihl,James Shorter,J. Paul Taylor",Article,03 March 2013
498,Biological sciences May 2013,10.1038/nature12141,Nature,"De novo, mutations in histone-modifying genes in congenital heart disease",", 220–223 (","Samir Zaidi,Murim Choi,Hiroko Wakimoto,Lijiang Ma,Jianming Jiang,John D. Overton,Angela Romano-Adesman,Robert D. Bjornson,Roger E. Breitbart,Kerry K. Brown,Nicholas J. Carriero,Yee Him Cheung,John Deanfield,Steve DePalma,Khalid A. Fakhro,Joseph Glessner,Hakon Hakonarson,Michael J. Italia,Jonathan R. Kaltman,Juan Kaski,Richard Kim,Jennie K. Kline,Teresa Lee,Jeremy Leipzig,Alexander Lopez,Shrikant M. Mane,Laura E. Mitchell,Jane W. Newburger,Michael Parfenov,Itsik Pe’er,George Porter,Amy E. Roberts,Ravi Sachidanandam,Stephan J. Sanders,Howard S. Seiden,Mathew W. State,Sailakshmi Subramanian,Irina R. Tikhonova,Wei Wang,Dorothy Warburton,Peter S. White,Ismee A. Williams,Hongyu Zhao,Jonathan G. Seidman,Martina Brueckner,Wendy K. Chung,Bruce D. Gelb,Elizabeth Goldmuntz,Christine E. Seidman,Richard P. Lifton",Letter,12 May 2013
497,Biological sciences May 2013,10.1038/nature12138,Nature,Macropinocytosis of protein is an amino acid supply route in Ras-transformed cells,", 633–637 (","Cosimo Commisso,Shawn M. Davidson,Rengin G. Soydaner-Azeloglu,Seth J. Parker,Jurre J. Kamphorst,Sean Hackett,Elda Grabocka,Michel Nofal,Jeffrey A. Drebin,Craig B. Thompson,Joshua D. Rabinowitz,Christian M. Metallo,Matthew G. Vander Heiden,Dafna Bar-Sagi",Letter,12 May 2013
497,Biological sciences May 2013,10.1038/nature12139,Nature,Crystal structure of a nitrate/nitrite exchanger,", 647–651 (","Hongjin Zheng,Goragot Wisedchaisri,Tamir Gonen",Letter,12 May 2013
497,Biological sciences May 2013,10.1038/497194a,Nature,50 & 100 Years Ago,", 194 (",,News and Views,08 May 2013
497,Biological sciences May 2013,10.1038/497194b,Nature,Immunology: Memory cells sound the alarm,", 194–196 (","Jennifer E. Smith-Garvin,Luis J. Sigal",News and Views,08 May 2013
497,Biological sciences May 2013,10.1038/nature12103,Nature,Microbiology: Bacterial communities as capitalist economies,", 321–322 (",Ute Römling,News and Views,08 May 2013
494,Biological sciences February 2013,10.1038/494318a,Nature,50 & 100 Years Ago,", 318 (",,News and Views,20 February 2013
494,Biological sciences February 2013,10.1038/494321a,Nature,Infection biology: Cheats never prosper,", 321–322 (","David T. Mulder,Brian K. Coombes",News and Views,20 February 2013
497,Biological sciences May 2013,10.1038/nature12130,Nature,Inferring ancient divergences requires genes with strong phylogenetic signals,", 327–331 (","Leonidas Salichos,Antonis Rokas",Article,08 May 2013
497,Biological sciences May 2013,10.1038/nature12155,Nature,"Psl trails guide exploration and microcolony formation in ,Pseudomonas aeruginosa, biofilms",", 388–391 (","Kun Zhao,Boo Shan Tseng,Bernard Beckerman,Fan Jin,Maxsim L. Gibiansky,Joe J. Harrison,Erik Luijten,Matthew R. Parsek,Gerard C. L. Wong",Letter,08 May 2013
497,Biological sciences May 2013,10.1038/nature12244,Nature,DNA replication: Driving past four-stranded snags,", 449–450 (",Sergei M. Mirkin,News and Views,08 May 2013
497,Biological sciences May 2013,10.1038/nature12149,Nature,Pif1 family helicases suppress genome instability at G-quadruplex motifs,", 458–462 (","Katrin Paeschke,Matthew L. Bochman,P. Daniela Garcia,Petr Cejka,Katherine L. Friedman,Stephen C. Kowalczykowski,Virginia A. Zakian",Article,08 May 2013
495,Biological sciences February 2013,10.1038/nature11911,Nature,Functional organization of human sensorimotor cortex for speech articulation,", 327–332 (","Kristofer E. Bouchard,Nima Mesgarani,Keith Johnson,Edward F. Chang",Article,20 February 2013
494,Biological sciences February 2013,10.1038/nature11913,Nature,Stabilization of cooperative virulence by the expression of an avirulent phenotype,", 353–356 (","Médéric Diard,Victor Garcia,Lisa Maier,Mitja N. P. Remus-Emsermann,Roland R. Regoes,Martin Ackermann,Wolf-Dietrich Hardt",Letter,20 February 2013
494,Biological sciences February 2013,10.1038/nature11953,Nature,Parasitology: Rejuvenation through stem cells,", 438–439 (",Edward J. Pearce,News and Views,20 February 2013
494,Biological sciences February 2013,10.1038/nature11924,Nature,"Adult somatic stem cells in the human parasite ,Schistosoma mansoni ",", 476–479 (","James J. Collins III,Bo Wang,Bramwell G. Lambrus,Marla E. Tharp,Harini Iyer,Phillip A. Newmark",Letter,20 February 2013
497,Biological sciences May 2013,10.1038/nature12110,Nature,"Immune surveillance by CD8αα,+, skin-resident T cells in human herpes virus infection",", 494–497 (","Jia Zhu,Tao Peng,Christine Johnston,Khamsone Phasouk,Angela S. Kask,Alexis Klock,Lei Jin,Kurt Diem,David M. Koelle,Anna Wald,Harlan Robins,Lawrence Corey",Letter,08 May 2013
498,Biological sciences May 2013,10.1038/nature12106,Nature,Chromosome-specific nonrandom sister chromatid segregation during stem-cell division,", 251–254 (","Swathi Yadlapalli,Yukiko M. Yamashita",Letter,05 May 2013
497,Biological sciences May 2013,10.1038/nature12108,Nature,The shaping and functional consequences of the microRNA landscape in breast cancer,", 378–382 (","Heidi Dvinge,Anna Git,Stefan Gräf,Mali Salmon-Divon,Christina Curtis,Andrea Sottoriva,Yongjun Zhao,Martin Hirst,Javier Armisen,Eric A. Miska,Suet-Feung Chin,Elena Provenzano,Gulisa Turashvili,Andrew Green,Ian Ellis,Sam Aparicio,Carlos Caldas",Letter,05 May 2013
495,Biological sciences February 2013,10.1038/nature11952,Nature,Cell biology: A fable of too much too fast,", 57–58 (","Jennifer M. Hurley,Jay C. Dunlap",News and Views,17 February 2013
495,Biological sciences February 2013,10.1038/nature11833,Nature,"Non-optimal codon usage affects expression, structure and function of clock protein FRQ",", 111–115 (","Mian Zhou,Jinhu Guo,Joonseok Cha,Michael Chae,She Chen,Jose M. Barral,Matthew S. Sachs,Yi Liu",Letter,17 February 2013
495,Biological sciences February 2013,10.1038/nature11942,Nature,Non-optimal codon usage is a mechanism to achieve circadian clock conditionality,", 116–120 (","Yao Xu,Peijun Ma,Premal Shah,Antonis Rokas,Yi Liu,Carl Hirschie Johnson",Letter,17 February 2013
494,Biological sciences February 2013,10.1038/nature11871,Nature,Crystal structure of the entire respiratory complex I,", 443–448 (","Rozbeh Baradaran,John M. Berrisford,Gurdeep S. Minhas,Leonid A. Sazanov",Article,17 February 2013
497,Biological sciences May 2013,10.1038/nature12115,Nature,Sema3A regulates bone-mass accrual through sensory innervations,", 490–493 (","Toru Fukuda,Shu Takeda,Ren Xu,Hiroki Ochi,Satoko Sunamura,Tsuyoshi Sato,Shinsuke Shibata,Yutaka Yoshida,Zirong Gu,Ayako Kimura,Chengshan Ma,Cheng Xu,Waka Bando,Koji Fujita,Kenichi Shinomiya,Takashi Hirai,Yoshinori Asou,Mitsuhiro Enomoto,Hideyuki Okano,Atsushi Okawa,Hiroshi Itoh",Letter,05 May 2013
497,Biological sciences May 2013,10.1038/nature12117,Nature,The microRNA miR-235 couples blast-cell quiescence to the nutritional state,", 503–506 (","Hidefumi Kasuga,Masamitsu Fukuyama,Aya Kitazawa,Kenji Kontani,Toshiaki Katada",Letter,05 May 2013
497,Biological sciences May 2013,10.1038/nature12105,Nature,Lamin A/C and emerin regulate MKL1–SRF activity by modulating actin dynamics,", 507–511 (","Chin Yee Ho,Diana E. Jaalouk,Maria K. Vartiainen,Jan Lammerding",Letter,05 May 2013
494,Biological sciences February 2013,10.1038/nature11884,Nature,Activating RNAs associate with Mediator to enhance chromatin architecture and transcription,", 497–501 (","Fan Lai,Ulf A. Orom,Matteo Cesaroni,Malte Beringer,Dylan J. Taatjes,Gerd A. Blobel,Ramin Shiekhattar",Letter,17 February 2013
494,Biological sciences February 2013,10.1038/494182a,Nature,50 & 100 Years Ago,", 182 (",,News and Views,13 February 2013
494,Biological sciences February 2013,10.1038/nature11896,Nature,Molecular signatures of G-protein-coupled receptors,", 185–194 (","A. J. Venkatakrishnan,Xavier Deupi,Guillaume Lebon,Christopher G. Tate,Gebhard F. Schertler,M. Madan Babu",Review,13 February 2013
494,Biological sciences February 2013,10.1038/nature11883,Nature,Biodiversity decreases disease through predictable changes in host community competence,", 230–233 (","Pieter T. J. Johnson,Daniel L. Preston,Jason T. Hoverman,Katherine L. D. Richgels",Letter,13 February 2013
497,Biological sciences May 2013,10.1038/nature12123,Nature,Reconfiguration of the proteasome during chaperone-mediated assembly,", 512–516 (","Soyeon Park,Xueming Li,Ho Min Kim,Chingakham Ranjit Singh,Geng Tian,Martin A. Hoyt,Scott Lovell,Kevin P. Battaile,Michal Zolkiewski,Philip Coffino,Jeroen Roelofs,Yifan Cheng,Daniel Finley",Letter,05 May 2013
497,Biological sciences May 2013,10.1038/nature12124,Nature,"Nonsense mutation in the ,LGR4, gene is associated with several human diseases and other traits",", 517–520 (","Unnur Styrkarsdottir,Gudmar Thorleifsson,Patrick Sulem,Daniel F. Gudbjartsson,Asgeir Sigurdsson,Aslaug Jonasdottir,Adalbjorg Jonasdottir,Asmundur Oddsson,Agnar Helgason,Olafur T. Magnusson,G. Bragi Walters,Michael L. Frigge,Hafdis T. Helgadottir,Hrefna Johannsdottir,Kristin Bergsteinsdottir,Margret H. Ogmundsdottir,Jacqueline R. Center,Tuan V. Nguyen,John A. Eisman,Claus Christiansen,Erikur Steingrimsson,Jon G. Jonasson,Laufey Tryggvadottir,Gudmundur I. Eyjolfsson,Asgeir Theodors,Thorvaldur Jonsson,Thorvaldur Ingvarsson,Isleifur Olafsson,Thorunn Rafnar,Augustine Kong,Gunnar Sigurdsson,Gisli Masson,Unnur Thorsteinsdottir,Kari Stefansson",Letter,05 May 2013
497,Biological sciences May 2013,10.1038/497049a,Nature,Biochemistry: Oxidation controls the DUB step,", 49–50 (",Michael J. Clague,News and Views,01 May 2013
494,Biological sciences February 2013,10.1038/nature11951,Nature,Microbial oceanography: Killers of the winners,", 320–321 (",David L. Kirchman,News and Views,13 February 2013
494,Biological sciences February 2013,10.1038/nature11838,Nature,"Behavioural and genetic analyses of ,Nasonia, shed light on the evolution of sex pheromones",", 345–348 (","Oliver Niehuis,Jan Buellesbach,Joshua D. Gibson,Daniela Pothmann,Christian Hanner,Navdeep S. Mutti,Andrea K. Judson,Jürgen Gadau,Joachim Ruther,Thomas Schmitt",Letter,13 February 2013
494,Biological sciences February 2013,10.1038/nature11921,Nature,Abundant SAR11 viruses in the ocean,", 357–360 (","Yanlin Zhao,Ben Temperton,J. Cameron Thrash,Michael S. Schwalbach,Kevin L. Vergin,Zachary C. Landry,Mark Ellisman,Tom Deerinck,Matthew B. Sullivan,Stephen J. Giovannoni",Letter,13 February 2013
497,Biological sciences May 2013,10.1038/nature11909,Nature,Using membrane transporters to improve crops for sustainable food production,", 60–66 (","Julian I. Schroeder,Emmanuel Delhaize,Wolf B. Frommer,Mary Lou Guerinot,Maria J. Harrison,Luis Herrera-Estrella,Tomoaki Horie,Leon V. Kochian,Rana Munns,Naoko K. Nishizawa,Yi-Fang Tsay,Dale Sanders",Perspective,01 May 2013
